time,"P(BJS|XBQ)","V(BJS|XBQ)","I(BJS|XBQ)","P(BJL1|XBQ)","V(BJL1|XBQ)","I(BJL1|XBQ)","P(BJL2|XBQ)","V(BJL2|XBQ)","I(BJL2|XBQ)","I(I_IN)","I(I_IBIAS)","V(IN)","V(OUT)","I(R_LOAD)","I(LIN|XBQ)","I(L0|XBQ)","I(L1|XBQ)","I(L2|XBQ)","I(RB|XBQ)","I(RJ1|XBQ)","I(RJ2|XBQ)"
1.000000e-12,0.000000e+00,0.000000e+00,0.000000e+00,1.953867e-01,1.405407e-04,9.880263e-06,1.155265e-01,8.501715e-05,9.722096e-06,0.000000e+00,3.500000e-05,1.405407e-04,7.274415e-05,7.274415e-06,0.000000e+00,7.274415e-06,-1.413907e-05,2.086093e-05,3.500000e-05,4.258809e-06,3.864416e-06
1.100000e-12,0.000000e+00,0.000000e+00,0.000000e+00,2.383243e-01,1.448933e-04,9.055036e-06,1.419897e-01,9.039875e-05,9.369063e-06,0.000000e+00,3.500000e-05,1.448933e-04,8.076161e-05,8.076161e-06,0.000000e+00,8.076161e-06,-1.344574e-05,2.155426e-05,3.500000e-05,4.390705e-06,4.109034e-06
1.200000e-12,0.000000e+00,0.000000e+00,0.000000e+00,2.812982e-01,1.414893e-04,8.506017e-06,1.694671e-01,9.209878e-05,9.386389e-06,0.000000e+00,3.500000e-05,1.414893e-04,8.633732e-05,8.633732e-06,0.000000e+00,8.633732e-06,-1.279357e-05,2.220643e-05,3.500000e-05,4.287553e-06,4.186308e-06
1.300000e-12,0.000000e+00,0.000000e+00,0.000000e+00,3.221997e-01,1.311991e-04,8.254778e-06,1.969895e-01,9.065194e-05,9.747065e-06,0.000000e+00,3.500000e-05,1.311991e-04,8.901883e-05,8.901883e-06,0.000000e+00,8.901883e-06,-1.223051e-05,2.276949e-05,3.500000e-05,3.975731e-06,4.120543e-06
1.400000e-12,0.000000e+00,0.000000e+00,0.000000e+00,3.592334e-01,1.155157e-04,8.297495e-06,2.237455e-01,8.679480e-05,1.037001e-05,0.000000e+00,3.500000e-05,1.155157e-04,8.886798e-05,8.886798e-06,0.000000e+00,8.886798e-06,-1.179797e-05,2.320203e-05,3.500000e-05,3.500477e-06,3.945218e-06
1.500000e-12,0.000000e+00,0.000000e+00,0.000000e+00,3.910608e-01,9.617875e-05,8.611675e-06,2.491149e-01,8.121008e-05,1.115559e-05,0.000000e+00,3.500000e-05,9.617875e-05,8.626865e-05,8.626865e-06,0.000000e+00,8.626865e-06,-1.152618e-05,2.347382e-05,3.500000e-05,2.914507e-06,3.691367e-06
1.600000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.168540e-01,7.495742e-05,9.159730e-06,2.726504e-01,7.443906e-05,1.201235e-05,0.000000e+00,3.500000e-05,7.495742e-05,8.172885e-05,8.172885e-06,0.000000e+00,8.172885e-06,-1.143117e-05,2.356883e-05,3.500000e-05,2.271437e-06,3.383594e-06
1.700000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.362896e-01,5.350193e-05,9.892271e-06,2.940433e-01,6.687956e-05,1.287176e-05,0.000000e+00,3.500000e-05,5.350193e-05,7.574715e-05,7.574715e-06,0.000000e+00,7.574715e-06,-1.151354e-05,2.348646e-05,3.500000e-05,1.621271e-06,3.039980e-06
1.800000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.495008e-01,3.323680e-05,1.075195e-05,3.130899e-01,5.882266e-05,1.369207e-05,0.000000e+00,3.500000e-05,3.323680e-05,6.875054e-05,6.875054e-06,0.000000e+00,6.875054e-06,-1.175912e-05,2.324088e-05,3.500000e-05,1.007176e-06,2.673757e-06
1.900000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.570018e-01,1.528958e-05,1.167783e-05,3.296682e-01,5.049865e-05,1.445504e-05,0.000000e+00,3.500000e-05,1.528958e-05,6.108422e-05,6.108422e-06,0.000000e+00,6.108422e-06,-1.214115e-05,2.285885e-05,3.500000e-05,4.633206e-07,2.295393e-06
2.000000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.595936e-01,4.518613e-07,1.260998e-05,3.437256e-01,4.211527e-05,1.515908e-05,0.000000e+00,3.500000e-05,4.518613e-07,5.302919e-05,5.302919e-06,0.000000e+00,5.302919e-06,-1.262367e-05,2.237633e-05,3.500000e-05,1.369277e-08,1.914330e-06
2.100000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.582638e-01,-1.082950e-05,1.349384e-05,3.552744e-01,3.388032e-05,1.581154e-05,0.000000e+00,3.500000e-05,-1.082950e-05,4.482773e-05,4.482773e-06,0.000000e+00,4.482773e-06,-1.316567e-05,2.183433e-05,3.500000e-05,-3.281668e-07,1.540015e-06
2.200000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.540863e-01,-1.843473e-05,1.428385e-05,3.643925e-01,2.600792e-05,1.642219e-05,0.000000e+00,3.500000e-05,-1.843473e-05,3.670406e-05,3.670406e-06,0.000000e+00,3.670406e-06,-1.372522e-05,2.127478e-05,3.500000e-05,-5.586281e-07,1.182178e-06
2.300000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.481296e-01,-2.253148e-05,1.494611e-05,3.712222e-01,1.871144e-05,1.699866e-05,0.000000e+00,3.500000e-05,-2.253148e-05,2.887480e-05,2.887480e-06,0.000000e+00,2.887480e-06,-1.426334e-05,2.073666e-05,3.500000e-05,-6.827721e-07,8.505201e-07
2.400000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.413798e-01,-2.351896e-05,1.545982e-05,3.759677e-01,1.218842e-05,1.754401e-05,0.000000e+00,3.500000e-05,-2.351896e-05,2.154847e-05,2.154847e-06,0.000000e+00,2.154847e-06,-1.474712e-05,2.025288e-05,3.500000e-05,-7.126958e-07,5.540192e-07
2.500000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.346811e-01,-2.196185e-05,1.581741e-05,3.788871e-01,6.602664e-06,1.805630e-05,0.000000e+00,3.500000e-05,-2.196185e-05,1.491682e-05,1.491682e-06,0.000000e+00,1.491682e-06,-1.515190e-05,1.984810e-05,3.500000e-05,-6.655106e-07,3.001211e-07
2.600000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.286965e-01,-1.852052e-05,1.602358e-05,3.802792e-01,2.068242e-06,1.852946e-05,0.000000e+00,3.500000e-05,-1.852052e-05,9.141841e-06,9.141841e-07,0.000000e+00,9.141841e-07,-1.546235e-05,1.953765e-05,3.500000e-05,-5.612280e-07,9.401099e-08
2.700000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.238892e-01,-1.388369e-05,1.609330e-05,3.804674e-01,-1.361441e-06,1.895504e-05,0.000000e+00,3.500000e-05,-1.388369e-05,4.342569e-06,4.342569e-07,0.000000e+00,4.342569e-07,-1.567259e-05,1.932741e-05,3.500000e-05,-4.207178e-07,-6.188369e-08
2.800000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.205227e-01,-8.708652e-06,1.604928e-05,3.797811e-01,-3.697839e-06,1.932422e-05,0.000000e+00,3.500000e-05,-8.708652e-06,5.847780e-07,5.847780e-08,0.000000e+00,5.847780e-08,-1.578538e-05,1.921462e-05,3.500000e-05,-2.638985e-07,-1.680836e-07
2.900000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.186767e-01,-3.573332e-06,1.591898e-05,3.785365e-01,-5.014398e-06,1.962965e-05,0.000000e+00,3.500000e-05,-3.573332e-06,-2.124203e-06,-2.124203e-07,0.000000e+00,-2.124203e-07,-1.581070e-05,1.918930e-05,3.500000e-05,-1.082828e-07,-2.279272e-07
3.000000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.182756e-01,1.057582e-06,1.573171e-05,3.770202e-01,-5.437482e-06,1.986688e-05,0.000000e+00,3.500000e-05,1.057582e-06,-3.834798e-06,-3.834798e-07,0.000000e+00,-3.834798e-07,-1.576376e-05,1.923624e-05,3.500000e-05,3.204795e-08,-2.471583e-07
3.100000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.191246e-01,4.851434e-06,1.551599e-05,3.754751e-01,-5.132686e-06,2.003518e-05,0.000000e+00,3.500000e-05,4.851434e-06,-4.648819e-06,-4.648819e-07,0.000000e+00,-4.648819e-07,-1.566300e-05,1.933700e-05,3.500000e-05,1.470132e-07,-2.333039e-07
3.200000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.209496e-01,7.612055e-06,1.529729e-05,3.740913e-01,-4.288520e-06,2.013782e-05,0.000000e+00,3.500000e-05,7.612055e-06,-4.708520e-06,-4.708520e-07,0.000000e+00,-4.708520e-07,-1.552796e-05,1.947204e-05,3.500000e-05,2.306683e-07,-1.949327e-07
3.300000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.234361e-01,9.271767e-06,1.509652e-05,3.730022e-01,-3.099536e-06,2.018167e-05,0.000000e+00,3.500000e-05,9.271767e-06,-4.182639e-06,-4.182639e-07,0.000000e+00,-4.182639e-07,-1.537748e-05,1.962252e-05,3.500000e-05,2.809626e-07,-1.408880e-07
3.400000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.262650e-01,9.873696e-06,1.492902e-05,3.722845e-01,-1.750712e-06,2.017648e-05,0.000000e+00,3.500000e-05,9.873696e-06,-3.251228e-06,-3.251228e-07,0.000000e+00,-3.251228e-07,-1.522822e-05,1.977178e-05,3.500000e-05,2.992029e-07,-7.957782e-08
3.500000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.291421e-01,9.547625e-06,1.480430e-05,3.719633e-01,-4.045497e-07,2.013386e-05,0.000000e+00,3.500000e-05,9.547625e-06,-2.090964e-06,-2.090964e-07,0.000000e+00,-2.090964e-07,-1.509362e-05,1.990638e-05,3.500000e-05,2.893220e-07,-1.838862e-08
3.600000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.318194e-01,8.482626e-06,1.472628e-05,3.720200e-01,8.082050e-07,2.006617e-05,0.000000e+00,3.500000e-05,8.482626e-06,-8.623886e-07,-8.623886e-08,0.000000e+00,-8.623886e-08,-1.498333e-05,2.001667e-05,3.500000e-05,2.570493e-07,3.673659e-08
3.700000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.341095e-01,6.899485e-06,1.469397e-05,3.724022e-01,1.793804e-06,1.998543e-05,0.000000e+00,3.500000e-05,6.899485e-06,2.999149e-07,2.999149e-08,0.000000e+00,2.999149e-08,-1.490304e-05,2.009696e-05,3.500000e-05,2.090753e-07,8.153652e-08
3.800000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.358908e-01,5.025388e-06,1.470244e-05,3.730354e-01,2.496789e-06,1.990243e-05,0.000000e+00,3.500000e-05,5.025388e-06,1.293628e-06,1.293628e-07,0.000000e+00,1.293628e-07,-1.485472e-05,2.014528e-05,3.500000e-05,1.522845e-07,1.134904e-07
3.900000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.371070e-01,3.072675e-06,1.474401e-05,3.738335e-01,2.897810e-06,1.982602e-05,0.000000e+00,3.500000e-05,3.072675e-06,2.051384e-06,2.051384e-07,0.000000e+00,2.051384e-07,-1.483712e-05,2.016288e-05,3.500000e-05,9.311135e-08,1.317186e-07
4.000000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.377601e-01,1.222797e-06,1.480943e-05,3.747090e-01,3.008705e-06,1.976275e-05,0.000000e+00,3.500000e-05,1.222797e-06,2.540102e-06,2.540102e-07,0.000000e+00,2.540102e-07,-1.484648e-05,2.015352e-05,3.500000e-05,3.705445e-08,1.367593e-07
4.100000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.379000e-01,-3.840756e-07,1.488895e-05,3.755813e-01,2.865735e-06,1.971668e-05,0.000000e+00,3.500000e-05,-3.840756e-07,2.757532e-06,2.757532e-07,0.000000e+00,2.757532e-07,-1.487731e-05,2.012269e-05,3.500000e-05,-1.163865e-08,1.302607e-07
4.200000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.376116e-01,-1.653931e-06,1.497330e-05,3.763830e-01,2.521886e-06,1.968951e-05,0.000000e+00,3.500000e-05,-1.653931e-06,2.726767e-06,2.726767e-07,0.000000e+00,2.726767e-07,-1.492318e-05,2.007682e-05,3.500000e-05,-5.011913e-08,1.146312e-07
4.300000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.370012e-01,-2.538855e-06,1.505444e-05,3.770632e-01,2.039087e-06,1.968086e-05,0.000000e+00,3.500000e-05,-2.538855e-06,2.489532e-06,2.489532e-07,0.000000e+00,2.489532e-07,-1.497750e-05,2.002250e-05,3.500000e-05,-7.693501e-08,9.268579e-08
4.400000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.361833e-01,-3.032943e-06,1.512600e-05,3.775900e-01,1.481044e-06,1.968869e-05,0.000000e+00,3.500000e-05,-3.032943e-06,2.099041e-06,2.099041e-07,0.000000e+00,2.099041e-07,-1.503409e-05,1.996591e-05,3.500000e-05,-9.190735e-08,6.732018e-08
4.500000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.352695e-01,-3.165267e-06,1.518359e-05,3.779494e-01,9.072146e-07,1.970978e-05,0.000000e+00,3.500000e-05,-3.165267e-06,1.613152e-06,1.613152e-07,0.000000e+00,1.613152e-07,-1.508767e-05,1.991233e-05,3.500000e-05,-9.591718e-08,4.123703e-08
4.600000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.343590e-01,-2.991058e-06,1.522481e-05,3.781437e-01,3.682581e-07,1.974026e-05,0.000000e+00,3.500000e-05,-2.991058e-06,1.088337e-06,1.088337e-07,0.000000e+00,1.088337e-07,-1.513417e-05,1.986583e-05,3.500000e-05,-9.063813e-08,1.673900e-08
4.700000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.335325e-01,-2.582178e-06,1.524910e-05,3.781889e-01,-9.691437e-08,1.977606e-05,0.000000e+00,3.500000e-05,-2.582178e-06,5.748788e-07,5.748788e-08,0.000000e+00,5.748788e-08,-1.517086e-05,1.982914e-05,3.500000e-05,-7.824783e-08,-4.405198e-09
4.800000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.328482e-01,-2.017852e-06,1.525749e-05,3.781103e-01,-4.625115e-07,1.981333e-05,0.000000e+00,3.500000e-05,-2.017852e-06,1.134806e-07,1.134806e-08,0.000000e+00,1.134806e-08,-1.519635e-05,1.980365e-05,3.500000e-05,-6.114704e-08,-2.102325e-08
4.900000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.323413e-01,-1.376423e-06,1.525218e-05,3.779391e-01,-7.158234e-07,1.984873e-05,0.000000e+00,3.500000e-05,-1.376423e-06,-2.666564e-07,-2.666564e-08,0.000000e+00,-2.666564e-08,-1.521047e-05,1.978953e-05,3.500000e-05,-4.170979e-08,-3.253743e-08
5.000000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.320247e-01,-7.286666e-07,1.523618e-05,3.777086e-01,-8.560315e-07,1.987965e-05,0.000000e+00,3.500000e-05,-7.286666e-07,-5.483906e-07,-5.483906e-08,0.000000e+00,-5.483906e-08,-1.521410e-05,1.978590e-05,3.500000e-05,-2.208080e-08,-3.891052e-08
5.100000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.318922e-01,-1.329752e-07,1.521286e-05,3.774510e-01,-8.921796e-07,1.990432e-05,0.000000e+00,3.500000e-05,-1.329752e-07,-7.260271e-07,-7.260271e-08,0.000000e+00,-7.260271e-08,-1.520883e-05,1.979117e-05,3.500000e-05,-4.029551e-09,-4.055362e-08
5.200000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.319225e-01,3.675058e-07,1.518564e-05,3.771949e-01,-8.406373e-07,1.992181e-05,0.000000e+00,3.500000e-05,3.675058e-07,-8.038012e-07,-8.038012e-08,0.000000e+00,-8.038012e-08,-1.519678e-05,1.980322e-05,3.500000e-05,1.113654e-08,-3.821079e-08
5.300000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.320837e-01,7.458859e-07,1.515764e-05,3.769632e-01,-7.223711e-07,1.993197e-05,0.000000e+00,3.500000e-05,7.458859e-07,-7.937551e-07,-7.937551e-08,0.000000e+00,-7.937551e-08,-1.518024e-05,1.981976e-05,3.500000e-05,2.260260e-08,-3.283505e-08
5.400000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.323382e-01,9.909292e-07,1.513148e-05,3.767724e-01,-5.602979e-07,1.993529e-05,0.000000e+00,3.500000e-05,9.909292e-07,-7.133052e-07,-7.133052e-08,0.000000e+00,-7.133052e-08,-1.516151e-05,1.983849e-05,3.500000e-05,3.002816e-08,-2.546808e-08
5.500000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.326469e-01,1.105188e-06,1.510914e-05,3.766325e-01,-3.769413e-07,1.993278e-05,0.000000e+00,3.500000e-05,1.105188e-06,-5.827703e-07,-5.827703e-08,0.000000e+00,-5.827703e-08,-1.514263e-05,1.985737e-05,3.500000e-05,3.349056e-08,-1.713369e-08
5.600000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.329731e-01,1.102268e-06,1.509189e-05,3.765469e-01,-1.925414e-07,1.992577e-05,0.000000e+00,3.500000e-05,1.102268e-06,-4.230860e-07,-4.230860e-08,0.000000e+00,-4.230860e-08,-1.512529e-05,1.987471e-05,3.500000e-05,3.340205e-08,-8.751880e-09
5.700000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.332851e-01,1.003614e-06,1.508035e-05,3.765135e-01,-2.370417e-08,1.991571e-05,0.000000e+00,3.500000e-05,1.003614e-06,-2.538741e-07,-2.538741e-08,0.000000e+00,-2.538741e-08,-1.511076e-05,1.988924e-05,3.500000e-05,3.041253e-08,-1.077462e-09
5.800000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.335583e-01,8.351993e-07,1.507448e-05,3.765262e-01,1.173875e-07,1.990407e-05,0.000000e+00,3.500000e-05,8.351993e-07,-9.197247e-08,-9.197247e-09,0.000000e+00,-9.197247e-09,-1.509979e-05,1.990021e-05,3.500000e-05,2.530907e-08,5.335797e-09
5.900000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.337758e-01,6.244179e-07,1.507380e-05,3.765756e-01,2.232336e-07,1.989218e-05,0.000000e+00,3.500000e-05,6.244179e-07,4.952659e-08,4.952659e-09,0.000000e+00,4.952659e-09,-1.509272e-05,1.990728e-05,3.500000e-05,1.892175e-08,1.014698e-08
6.000000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.339289e-01,3.974150e-07,1.507741e-05,3.766510e-01,2.908188e-07,1.988116e-05,0.000000e+00,3.500000e-05,3.974150e-07,1.617376e-07,1.617376e-08,0.000000e+00,1.617376e-08,-1.508945e-05,1.991055e-05,3.500000e-05,1.204288e-08,1.321903e-08
6.100000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.340157e-01,1.770176e-07,1.508423e-05,3.767412e-01,3.210580e-07,1.987182e-05,0.000000e+00,3.500000e-05,1.770176e-07,2.399912e-07,2.399912e-08,0.000000e+00,2.399912e-08,-1.508959e-05,1.991041e-05,3.500000e-05,5.364169e-09,1.459355e-08
6.200000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.340409e-01,-1.866830e-08,1.509307e-05,3.768356e-01,3.179979e-07,1.986469e-05,0.000000e+00,3.500000e-05,-1.866830e-08,2.834731e-07,2.834731e-08,0.000000e+00,2.834731e-08,-1.509251e-05,1.990749e-05,3.500000e-05,-5.657062e-10,1.445445e-08
6.300000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.340134e-01,-1.769902e-07,1.510281e-05,3.769254e-01,2.878891e-07,1.986001e-05,0.000000e+00,3.500000e-05,-1.769902e-07,2.945902e-07,2.945902e-08,0.000000e+00,2.945902e-08,-1.509744e-05,1.990256e-05,3.500000e-05,-5.363338e-09,1.308587e-08
6.400000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.339454e-01,-2.908695e-07,1.511241e-05,3.770036e-01,2.382335e-07,1.985776e-05,0.000000e+00,3.500000e-05,-2.908695e-07,2.781712e-07,2.781712e-08,0.000000e+00,2.781712e-08,-1.510360e-05,1.989640e-05,3.500000e-05,-8.814228e-09,1.082880e-08
6.500000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.338501e-01,-3.584109e-07,1.512107e-05,3.770655e-01,1.768965e-07,1.985769e-05,0.000000e+00,3.500000e-05,-3.584109e-07,2.405984e-07,2.405984e-08,0.000000e+00,2.405984e-08,-1.511021e-05,1.988979e-05,3.500000e-05,-1.086093e-08,8.040751e-09
6.600000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.337409e-01,-3.821268e-07,1.512821e-05,3.771087e-01,1.113478e-07,1.985942e-05,0.000000e+00,3.500000e-05,-3.821268e-07,1.889633e-07,1.889633e-08,0.000000e+00,1.889633e-08,-1.511663e-05,1.988337e-05,3.500000e-05,-1.157960e-08,5.061264e-09
6.700000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.336300e-01,-3.679170e-07,1.513346e-05,3.771329e-01,4.807621e-08,1.986247e-05,0.000000e+00,3.500000e-05,-3.679170e-07,1.303124e-07,1.303124e-08,0.000000e+00,1.303124e-08,-1.512231e-05,1.987769e-05,3.500000e-05,-1.114900e-08,2.185282e-09
6.800000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.335274e-01,-3.239355e-07,1.513672e-05,3.771393e-01,-7.803004e-09,1.986635e-05,0.000000e+00,3.500000e-05,-3.239355e-07,7.103512e-08,7.103512e-09,0.000000e+00,7.103512e-09,-1.512690e-05,1.987310e-05,3.500000e-05,-9.816229e-09,-3.546820e-10
6.900000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.334406e-01,-2.594656e-07,1.513805e-05,3.771308e-01,-5.274865e-08,1.987056e-05,0.000000e+00,3.500000e-05,-2.594656e-07,1.642105e-08,1.642105e-09,0.000000e+00,1.642105e-09,-1.513019e-05,1.986981e-05,3.500000e-05,-7.862593e-09,-2.397666e-09
7.000000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.333745e-01,-1.838998e-07,1.513771e-05,3.771108e-01,-8.481921e-08,1.987468e-05,0.000000e+00,3.500000e-05,-1.838998e-07,-2.960591e-08,-2.960591e-09,0.000000e+00,-2.960591e-09,-1.513213e-05,1.986787e-05,3.500000e-05,-5.572721e-09,-3.855419e-09
7.100000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.333310e-01,-1.058963e-07,1.513601e-05,3.770831e-01,-1.035532e-07,1.987836e-05,0.000000e+00,3.500000e-05,-1.058963e-07,-6.458469e-08,-6.458469e-09,0.000000e+00,-6.458469e-09,-1.513280e-05,1.986720e-05,3.500000e-05,-3.208980e-09,-4.706965e-09
7.200000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.333098e-01,-3.275225e-08,1.513336e-05,3.770517e-01,-1.097415e-07,1.988137e-05,0.000000e+00,3.500000e-05,-3.275225e-08,-8.746799e-08,-8.746799e-09,0.000000e+00,-8.746799e-09,-1.513237e-05,1.986763e-05,3.500000e-05,-9.924925e-10,-4.988248e-09
7.300000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.333088e-01,2.998951e-08,1.513016e-05,3.770199e-01,-1.051302e-07,1.988355e-05,0.000000e+00,3.500000e-05,2.998951e-08,-9.845794e-08,-9.845794e-09,0.000000e+00,-9.845794e-09,-1.513107e-05,1.986893e-05,3.500000e-05,9.087731e-10,-4.778645e-09
7.400000e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.333245e-01,7.870774e-08,1.512680e-05,3.769906e-01,-9.209477e-08,1.988488e-05,0.000000e+00,3.500000e-05,7.870774e-08,-9.876174e-08,-9.876174e-09,0.000000e+00,-9.876174e-09,-1.512918e-05,1.987082e-05,3.500000e-05,2.385083e-09,-4.186126e-09
