time,"P(BJS|XBQ)","V(BJS|XBQ)","I(BJS|XBQ)","P(BJL1|XBQ)","V(BJL1|XBQ)","I(BJL1|XBQ)","P(BJL2|XBQ)","V(BJL2|XBQ)","I(BJL2|XBQ)","I(LIN|XBQ)","I(L0|XBQ)","I(L1|XBQ)","I(L2|XBQ)","I(RB|XBQ)","I(RJ1|XBQ)","I(RJ2|XBQ)","V(SL1)","I(LIN|XBQ)","V(OUT_Q)","I(R_LOAD)","V(N6|XBVM1)","I(L_SL|XBVM1)","P(B_JM1|XBVM1)","V(B_JM1|XBVM1)","P(B_JM2|XBVM1)","V(B_JM2|XBVM1)","P(B_JS1|XBVM1)","V(B_JS1|XBVM1)","P(B_JS2|XBVM1)","V(B_JS2|XBVM1)","I(I_WL1)","I(I_BL1)","I(I_SE1)"
1.250000e-13,-5.958190e-06,-6.933424e-08,-7.070780e-08,6.679134e-04,5.027452e-06,1.955074e-06,4.452326e-04,3.351981e-06,1.956854e-06,-7.070780e-08,8.765479e-08,-2.178128e-06,2.196872e-06,4.375000e-06,1.523470e-07,1.523628e-07,3.730107e-06,-7.070780e-08,8.765479e-07,8.765479e-08,1.500101e-06,-7.070780e-08,5.862292e-08,6.782808e-10,-5.267821e-08,-6.140512e-10,-3.026661e-07,-3.533237e-09,-3.723138e-06,-4.331422e-08,0.000000e+00,0.000000e+00,0.000000e+00
1.375000e-13,-9.202514e-06,-9.835654e-08,-9.156974e-08,8.784273e-04,6.017262e-06,2.120016e-06,5.856076e-04,4.012701e-06,2.123170e-06,-9.156974e-08,1.130078e-07,-2.393927e-06,2.418573e-06,4.812500e-06,1.823413e-07,1.823955e-07,4.481627e-06,-9.156974e-08,1.130078e-06,1.130078e-07,1.765852e-06,-9.156974e-08,9.028812e-08,9.590205e-10,-8.143982e-08,-8.723020e-10,-4.682999e-07,-5.025175e-09,-5.749615e-06,-6.143195e-08,0.000000e+00,0.000000e+00,0.000000e+00
1.500000e-13,-1.371058e-05,-1.353268e-07,-1.157464e-07,1.127925e-03,7.082092e-06,2.278825e-06,7.520156e-04,4.723973e-06,2.283840e-06,-1.157464e-07,1.422539e-07,-2.609180e-06,2.640820e-06,5.250000e-06,2.146088e-07,2.147261e-07,5.293386e-06,-1.157464e-07,1.422539e-06,1.422539e-07,2.044377e-06,-1.157464e-07,1.341482e-07,1.315305e-09,-1.214648e-07,-1.202070e-09,-6.990911e-07,-6.934130e-09,-8.564815e-06,-8.450288e-08,0.000000e+00,0.000000e+00,0.000000e+00
1.625000e-13,-1.980670e-05,-1.814069e-07,-1.433290e-07,1.419183e-03,8.218099e-06,2.431488e-06,9.463309e-04,5.483405e-06,2.438916e-06,-1.433290e-07,1.754880e-07,-2.823850e-06,2.863650e-06,5.687500e-06,2.490333e-07,2.492457e-07,6.162422e-06,-1.433290e-07,1.754880e-06,1.754880e-07,2.333920e-06,-1.433290e-07,1.932782e-07,1.757818e-09,-1.756801e-07,-1.614210e-09,-1.012148e-06,-9.325285e-09,-1.237076e-05,-1.132469e-07,0.000000e+00,0.000000e+00,0.000000e+00
1.750000e-13,-2.785955e-05,-2.377785e-07,-1.743773e-07,1.754829e-03,9.421399e-06,2.578027e-06,1.170337e-03,6.288596e-06,2.588479e-06,-1.743773e-07,2.127744e-07,-3.037902e-06,3.087098e-06,6.125000e-06,2.854969e-07,2.858453e-07,7.085621e-06,-1.743773e-07,2.127744e-06,2.127744e-07,2.632844e-06,-1.743773e-07,2.711604e-07,2.297382e-09,-2.474303e-07,-2.119910e-09,-1.427104e-06,-1.226656e-08,-1.739692e-05,-1.483946e-07,0.000000e+00,0.000000e+00,0.000000e+00
1.875000e-13,-3.828276e-05,-3.056311e-07,-2.089217e-07,2.137345e-03,1.068809e-05,2.718498e-06,1.425726e-03,7.137148e-06,2.732632e-06,-2.089217e-07,2.541503e-07,-3.251301e-06,3.311199e-06,6.562500e-06,3.238814e-07,3.244158e-07,8.059742e-06,-2.089217e-07,2.541503e-06,2.541503e-07,2.939630e-06,-2.089217e-07,3.716883e-07,2.944859e-09,-3.404894e-07,-2.730620e-09,-1.966211e-06,-1.582825e-08,-2.390052e-05,-1.906792e-07,0.000000e+00,0.000000e+00,0.000000e+00
2.000000e-13,-5.153494e-05,-3.861508e-07,-2.469642e-07,2.569065e-03,1.201425e-05,2.852986e-06,1.714101e-03,8.026675e-06,2.871505e-06,-2.469642e-07,2.996279e-07,-3.464019e-06,3.535981e-06,7.000000e-06,3.640681e-07,3.648488e-07,9.081438e-06,-2.469642e-07,2.996279e-06,2.996279e-07,3.252878e-06,-2.469642e-07,4.991661e-07,3.711072e-09,-4.590688e-07,-3.457969e-09,-2.654432e-06,-2.008275e-08,-3.216647e-05,-2.408300e-07,0.000000e+00,0.000000e+00,0.000000e+00
2.125000e-13,-6.811939e-05,-4.805103e-07,-2.884803e-07,3.052173e-03,1.339599e-05,2.981606e-06,2.036971e-03,8.954808e-06,3.005242e-06,-2.884803e-07,3.491965e-07,-3.676025e-06,3.761475e-06,7.437500e-06,4.059390e-07,4.070367e-07,1.014728e-05,-2.884803e-07,3.491965e-06,3.491965e-07,3.571305e-06,-2.884803e-07,6.583060e-07,4.606719e-09,-6.078230e-07,-4.313700e-09,-3.519504e-06,-2.510417e-08,-4.250711e-05,-2.995650e-07,0.000000e+00,0.000000e+00,0.000000e+00
2.250000e-13,-8.858342e-05,-5.898584e-07,-3.334209e-07,3.588707e-03,1.482944e-05,3.104497e-06,2.395760e-03,9.919208e-06,3.134007e-06,-3.334209e-07,4.028254e-07,-3.887295e-06,3.987705e-06,7.875000e-06,4.493769e-07,4.508731e-07,1.125380e-05,-3.334209e-07,4.028254e-06,4.028254e-07,3.893743e-06,-3.334209e-07,8.542223e-07,5.642310e-09,-7.918528e-07,-5.309599e-09,-4.592011e-06,-3.096818e-08,-5.526165e-05,-3.675848e-07,0.000000e+00,0.000000e+00,0.000000e+00
2.375000e-13,-1.135172e-04,-7.153110e-07,-3.817137e-07,4.180559e-03,1.631077e-05,3.221824e-06,2.791802e-03,1.091757e-05,3.257977e-06,-3.817137e-07,4.604656e-07,-4.097804e-06,4.214696e-06,8.312500e-06,4.942659e-07,4.962531e-07,1.239746e-05,-3.817137e-07,4.604656e-06,4.604656e-07,4.219138e-06,-3.817137e-07,1.092423e-06,6.828099e-09,-1.016706e-06,-6.457440e-09,-5.905428e-06,-3.775167e-08,-7.079541e-05,-4.455666e-07,0.000000e+00,0.000000e+00,0.000000e+00
2.500000e-13,-1.435526e-04,-8.579423e-07,-4.332650e-07,4.829476e-03,1.783623e-05,3.333775e-06,3.226343e-03,1.194763e-05,3.377342e-06,-4.332650e-07,5.220518e-07,-4.307532e-06,4.442468e-06,8.750000e-06,5.404919e-07,5.430739e-07,1.357473e-05,-4.332650e-07,5.220518e-06,5.220518e-07,4.546544e-06,-4.332650e-07,1.378799e-06,8.174030e-09,-1.288375e-06,-7.768927e-09,-7.496170e-06,-4.553259e-08,-8.949882e-05,-5.341581e-07,0.000000e+00,0.000000e+00,0.000000e+00
2.625000e-13,-1.793609e-04,-1.018777e-06,-4.879619e-07,5.537066e-03,1.940212e-05,3.440555e-06,3.700546e-03,1.300716e-05,3.492301e-06,-4.879619e-07,5.875044e-07,-4.516460e-06,4.671040e-06,9.187500e-06,5.879431e-07,5.912345e-07,1.478209e-05,-4.879619e-07,5.875044e-06,5.875044e-07,4.875124e-06,-4.879619e-07,1.719611e-06,9.689691e-09,-1.613294e-06,-9.255640e-09,-9.403626e-06,-5.438970e-08,-1.117862e-04,-6.339732e-07,0.000000e+00,0.000000e+00,0.000000e+00
2.750000e-13,-2.216516e-04,-1.198783e-06,-5.456737e-07,6.304795e-03,2.100483e-05,3.542388e-06,4.215489e-03,1.409399e-05,3.603062e-06,-5.456737e-07,6.567311e-07,-4.724571e-06,4.900429e-06,9.625000e-06,6.365100e-07,6.406361e-07,1.601601e-05,-5.456737e-07,6.567311e-06,6.567311e-07,5.204144e-06,-5.456737e-07,2.121478e-06,1.138427e-08,-1.998335e-06,-1.092899e-08,-1.167019e-05,-6.440242e-08,-1.380944e-04,-7.455863e-07,0.000000e+00,0.000000e+00,0.000000e+00
2.875000e-13,-2.711693e-04,-1.398866e-06,-6.062539e-07,7.133996e-03,2.264084e-05,3.639512e-06,4.772170e-03,1.520602e-05,3.709837e-06,-6.062539e-07,7.296286e-07,-4.931852e-06,5.130648e-06,1.006250e-05,6.860860e-07,6.911826e-07,1.727305e-05,-6.062539e-07,7.296286e-06,7.296286e-07,5.532967e-06,-6.062539e-07,2.591356e-06,1.326651e-08,-2.450797e-06,-1.280019e-08,-1.434127e-05,-7.565067e-08,-1.688813e-04,-8.695289e-07,0.000000e+00,0.000000e+00,0.000000e+00
3.000000e-13,-3.286919e-04,-1.619860e-06,-6.695420e-07,8.025870e-03,2.430673e-05,3.732181e-06,5.371507e-03,1.634116e-05,3.812845e-06,-6.695420e-07,8.060840e-07,-5.138291e-06,5.361709e-06,1.050000e-05,7.365677e-07,7.427802e-07,1.854978e-05,-6.695420e-07,8.060840e-06,8.060840e-07,5.861050e-06,-6.695420e-07,3.136527e-06,1.534469e-08,-2.978400e-06,-1.488017e-08,-1.746532e-05,-8.821469e-08,-2.046238e-04,-1.006285e-06,0.000000e+00,0.000000e+00,0.000000e+00
3.125000e-13,-3.950274e-04,-1.862526e-06,-7.353654e-07,8.981491e-03,2.599922e-05,3.820657e-06,6.014341e-03,1.749743e-05,3.912309e-06,-7.353654e-07,8.859763e-07,-5.343877e-06,5.593623e-06,1.093750e-05,7.878550e-07,7.953379e-07,1.984287e-05,-7.353654e-07,8.859763e-06,8.859763e-07,6.187940e-06,-7.353654e-07,3.764576e-06,1.762661e-08,-3.589276e-06,-1.717963e-08,-2.109386e-05,-1.021749e-07,-2.458165e-04,-1.156289e-06,0.000000e+00,0.000000e+00,0.000000e+00
3.250000e-13,-4.710111e-04,-2.127547e-06,-8.035407e-07,1.000181e-02,2.771510e-05,3.905211e-06,6.701437e-03,1.867288e-05,4.008452e-06,-8.035407e-07,9.691774e-07,-5.548603e-06,5.826397e-06,1.137500e-05,8.398514e-07,8.487675e-07,2.114906e-05,-8.035407e-07,9.691774e-06,9.691774e-07,6.513268e-06,-8.035407e-07,4.483376e-06,2.011955e-08,-4.291953e-06,-1.970891e-08,-2.528144e-05,-1.176119e-07,-2.929693e-04,-1.319920e-06,0.000000e+00,0.000000e+00,0.000000e+00
3.375000e-13,-5.575028e-04,-2.415523e-06,-8.738763e-07,1.108765e-02,2.945132e-05,3.986123e-06,7.433490e-03,1.986564e-05,4.101499e-06,-8.738763e-07,1.055554e-06,-5.752464e-06,6.060036e-06,1.181250e-05,8.924641e-07,9.029836e-07,2.246519e-05,-8.738763e-07,1.055554e-05,1.055554e-06,6.836743e-06,-8.738763e-07,5.301063e-06,2.283027e-08,-5.095348e-06,-2.247805e-08,-3.008567e-05,-1.346062e-07,-3.466054e-04,-1.497504e-06,0.000000e+00,0.000000e+00,0.000000e+00
3.500000e-13,-6.553832e-04,-2.726967e-06,-9.461732e-07,1.223975e-02,3.120494e-05,4.063677e-06,8.211122e-03,2.107389e-05,4.191674e-06,-9.461732e-07,1.144967e-06,-5.955455e-06,6.294545e-06,1.225000e-05,9.456043e-07,9.579040e-07,2.378821e-05,-9.461732e-07,1.144967e-05,1.144967e-06,7.158146e-06,-9.461732e-07,6.226024e-06,2.576498e-08,-6.008751e-06,-2.549669e-08,-3.556725e-05,-1.532380e-07,-4.072592e-04,-1.689307e-06,0.000000e+00,0.000000e+00,0.000000e+00
3.625000e-13,-7.655510e-04,-3.062304e-06,-1.020227e-06,1.345870e-02,3.297317e-05,4.138159e-06,9.034889e-03,2.229588e-05,4.279202e-06,-1.020227e-06,1.237275e-06,-6.157573e-06,6.529927e-06,1.268750e-05,9.991870e-07,1.013449e-06,2.511519e-05,-1.020227e-06,1.237275e-05,1.237275e-06,7.477327e-06,-1.020227e-06,7.266869e-06,2.892939e-08,-7.041812e-06,-2.877413e-08,-4.178987e-05,-1.735877e-07,-4.754743e-04,-1.895537e-06,0.000000e+00,0.000000e+00,0.000000e+00
3.750000e-13,-8.889192e-04,-3.421870e-06,-1.095830e-06,1.474501e-02,3.475334e-05,4.209858e-06,9.905283e-03,2.352993e-05,4.364304e-06,-1.095830e-06,1.332334e-06,-6.358819e-06,6.766181e-06,1.312500e-05,1.053132e-06,1.069542e-06,2.644332e-05,-1.095830e-06,1.332334e-05,1.332334e-06,7.794196e-06,-1.095830e-06,8.432415e-06,3.232863e-08,-8.204526e-06,-3.231925e-08,-4.882031e-05,-1.957350e-07,-5.518007e-04,-2.116339e-06,0.000000e+00,0.000000e+00,0.000000e+00
3.875000e-13,-1.026412e-03,-3.805910e-06,-1.172771e-06,1.609908e-02,3.654293e-05,4.279061e-06,1.082273e-02,2.477444e-05,4.447198e-06,-1.172771e-06,1.429997e-06,-6.559194e-06,7.003306e-06,1.356250e-05,1.107362e-06,1.126111e-06,2.776994e-05,-1.172771e-06,1.429997e-05,1.429997e-06,8.108720e-06,-1.172771e-06,9.731662e-06,3.596730e-08,-9.507216e-06,-3.614054e-08,-5.672835e-05,-2.197594e-07,-6.367931e-04,-2.351801e-06,0.000000e+00,0.000000e+00,0.000000e+00
4.000000e-13,-1.178960e-03,-4.214575e-06,-1.250840e-06,1.752124e-02,3.833955e-05,4.346054e-06,1.178760e-02,2.602784e-05,4.528101e-06,-1.250840e-06,1.530117e-06,-6.758699e-06,7.241301e-06,1.400000e-05,1.161804e-06,1.183084e-06,2.909251e-05,-1.250840e-06,1.530117e-05,1.530117e-06,8.420913e-06,-1.250840e-06,1.117378e-05,3.984949e-08,-1.096052e-05,-4.024605e-08,-6.558677e-05,-2.457400e-07,-7.310081e-04,-2.601946e-06,0.000000e+00,0.000000e+00,0.000000e+00
4.125000e-13,-1.347501e-03,-4.647925e-06,-1.329825e-06,1.901171e-02,4.014094e-05,4.411120e-06,1.280020e-02,2.728866e-05,4.607223e-06,-1.329825e-06,1.632545e-06,-6.957338e-06,7.480162e-06,1.443750e-05,1.216392e-06,1.240394e-06,3.040865e-05,-1.329825e-06,1.632545e-05,1.632545e-06,8.730837e-06,-1.329825e-06,1.276808e-05,4.397875e-08,-1.257538e-05,-4.464342e-08,-7.547137e-05,-2.737551e-07,-8.350021e-04,-2.866735e-06,0.000000e+00,0.000000e+00,0.000000e+00
4.250000e-13,-1.532969e-03,-5.105930e-06,-1.409517e-06,2.057063e-02,4.194500e-05,4.474537e-06,1.386079e-02,2.855548e-05,4.684773e-06,-1.409517e-06,1.737135e-06,-7.155116e-06,7.719884e-06,1.487500e-05,1.271061e-06,1.297976e-06,3.171612e-05,-1.409517e-06,1.737135e-05,1.737135e-06,9.038588e-06,-1.409517e-06,1.452399e-05,4.835809e-08,-1.436300e-05,-4.933985e-08,-8.646088e-05,-3.038826e-07,-9.493287e-04,-3.146070e-06,0.000000e+00,0.000000e+00,0.000000e+00
4.375000e-13,-1.736298e-03,-5.588466e-06,-1.489711e-06,2.219806e-02,4.374975e-05,4.536577e-06,1.496958e-02,2.982695e-05,4.760952e-06,-1.489711e-06,1.843739e-06,-7.352038e-06,7.960462e-06,1.531250e-05,1.325750e-06,1.355771e-06,3.301284e-05,-1.489711e-06,1.843739e-05,1.843739e-06,9.344299e-06,-1.489711e-06,1.645106e-05,5.299006e-08,-1.633488e-05,-5.434212e-08,-9.863701e-05,-3.361998e-07,-1.074537e-03,-3.439791e-06,0.000000e+00,0.000000e+00,0.000000e+00
4.500000e-13,-1.958414e-03,-6.095324e-06,-1.570205e-06,2.389400e-02,4.555335e-05,4.597503e-06,1.612670e-02,3.110179e-05,4.835958e-06,-1.570205e-06,1.952212e-06,-7.548112e-06,8.201888e-06,1.575000e-05,1.380405e-06,1.413718e-06,3.429688e-05,-1.570205e-06,1.952212e-05,1.952212e-06,9.648126e-06,-1.570205e-06,1.855892e-05,5.787669e-08,-1.850275e-05,-5.965656e-08,-1.120844e-04,-3.707830e-07,-1.211169e-03,-3.747679e-06,0.000000e+00,0.000000e+00,0.000000e+00
4.625000e-13,-2.200236e-03,-6.626205e-06,-1.650801e-06,2.565837e-02,4.735410e-05,4.657572e-06,1.733228e-02,3.237876e-05,4.909983e-06,-1.650801e-06,2.062410e-06,-7.743345e-06,8.444155e-06,1.618750e-05,1.434973e-06,1.471762e-06,3.556646e-05,-1.650801e-06,2.062410e-05,2.062410e-06,9.950250e-06,-1.650801e-06,2.085727e-05,6.301955e-08,-2.087856e-05,-6.528905e-08,-1.268904e-04,-4.077078e-07,-1.359756e-03,-4.069457e-06,0.000000e+00,0.000000e+00,0.000000e+00
4.750000e-13,-2.462667e-03,-7.180724e-06,-1.731309e-06,2.749104e-02,4.915041e-05,4.717030e-06,1.858636e-02,3.365672e-05,4.983212e-06,-1.731309e-06,2.174192e-06,-7.937745e-06,8.687255e-06,1.662500e-05,1.489406e-06,1.529851e-06,3.681998e-05,-1.731309e-06,2.174192e-05,2.174192e-06,1.025087e-05,-1.731309e-06,2.335585e-05,6.841973e-08,-2.347450e-05,-7.124507e-08,-1.431456e-04,-4.470489e-07,-1.520819e-03,-4.404792e-06,0.000000e+00,0.000000e+00,0.000000e+00
4.875000e-13,-2.746596e-03,-7.758418e-06,-1.811545e-06,2.939181e-02,5.094082e-05,4.776115e-06,1.988897e-02,3.493455e-05,5.055826e-06,-1.811545e-06,2.287418e-06,-8.131322e-06,8.931178e-06,1.706250e-05,1.543661e-06,1.587934e-06,3.805597e-05,-1.811545e-06,2.287418e-05,2.287418e-06,1.055019e-05,-1.811545e-06,2.606444e-05,7.407792e-08,-2.630296e-05,-7.752964e-08,-1.609429e-04,-4.888799e-07,-1.694865e-03,-4.753294e-06,0.000000e+00,0.000000e+00,0.000000e+00
5.000000e-13,-3.052892e-03,-8.358740e-06,-1.891334e-06,3.136043e-02,5.272402e-05,4.835053e-06,2.124009e-02,3.621123e-05,5.127998e-06,-1.891334e-06,2.401954e-06,-8.324084e-06,9.175916e-06,1.750000e-05,1.597697e-06,1.645965e-06,3.927311e-05,-1.891334e-06,2.401954e-05,2.401954e-06,1.084842e-05,-1.891334e-06,2.899286e-05,7.999434e-08,-2.937648e-05,-8.414735e-08,-1.803785e-04,-5.332735e-07,-1.882386e-03,-5.114524e-06,0.000000e+00,0.000000e+00,0.000000e+00
5.125000e-13,-3.382401e-03,-8.981070e-06,-1.970508e-06,3.339661e-02,5.449876e-05,4.894056e-06,2.263964e-02,3.748576e-05,5.199896e-06,-1.970508e-06,2.517665e-06,-8.516041e-06,9.421459e-06,1.793750e-05,1.651478e-06,1.703898e-06,4.047025e-05,-1.970508e-06,2.517665e-05,2.517665e-06,1.114579e-05,-1.970508e-06,3.215089e-05,8.616884e-08,-3.270780e-05,-9.110237e-08,-2.015509e-04,-5.803009e-07,-2.083856e-03,-5.487989e-06,0.000000e+00,0.000000e+00,0.000000e+00
5.250000e-13,-3.735946e-03,-9.624715e-06,-2.048908e-06,3.550000e-02,5.626395e-05,4.953328e-06,2.408753e-02,3.875722e-05,5.271681e-06,-2.048908e-06,2.634423e-06,-8.707205e-06,9.667795e-06,1.837500e-05,1.704968e-06,1.761692e-06,4.164638e-05,-2.048908e-06,2.634423e-05,2.634423e-06,1.144252e-05,-2.048908e-06,3.554832e-05,9.260087e-08,-3.630980e-05,-9.839844e-08,-2.245614e-04,-6.300325e-07,-2.299727e-03,-5.873153e-06,0.000000e+00,0.000000e+00,0.000000e+00
5.375000e-13,-4.114322e-03,-1.028891e-05,-2.126386e-06,3.767022e-02,5.801859e-05,5.013059e-06,2.558364e-02,4.002475e-05,5.343509e-06,-2.126386e-06,2.752101e-06,-8.897584e-06,9.914916e-06,1.881250e-05,1.758139e-06,1.819307e-06,4.280062e-05,-2.126386e-06,2.752101e-05,2.752101e-06,1.173880e-05,-2.126386e-06,3.919492e-05,9.928950e-08,-4.019549e-05,-1.060389e-07,-2.495142e-04,-6.825368e-07,-2.530433e-03,-6.269431e-06,0.000000e+00,0.000000e+00,0.000000e+00
5.500000e-13,-4.518291e-03,-1.097284e-05,-2.202802e-06,3.990687e-02,5.976177e-05,5.073426e-06,2.712778e-02,4.128753e-05,5.415527e-06,-2.202802e-06,2.870577e-06,-9.087190e-06,1.016281e-05,1.925000e-05,1.810963e-06,1.876706e-06,4.393224e-05,-2.202802e-06,2.870577e-05,2.870577e-06,1.203485e-05,-2.202802e-06,4.310040e-05,1.062335e-07,-4.437800e-05,-1.140267e-07,-2.765158e-04,-7.378811e-07,-2.776384e-03,-6.676199e-06,0.000000e+00,0.000000e+00,0.000000e+00
5.625000e-13,-4.948587e-03,-1.167561e-05,-2.278028e-06,4.220948e-02,6.149267e-05,5.134591e-06,2.871978e-02,4.254479e-05,5.487879e-06,-2.278028e-06,2.989733e-06,-9.276034e-06,1.041147e-05,1.968750e-05,1.863414e-06,1.933854e-06,4.504066e-05,-2.278028e-06,2.989733e-05,2.989733e-06,1.233086e-05,-2.278028e-06,4.727444e-05,1.134312e-07,-4.887057e-05,-1.223642e-07,-3.056753e-04,-7.961310e-07,-3.037965e-03,-7.092791e-06,0.000000e+00,0.000000e+00,0.000000e+00
